0,1,2,3,4,5,6
2018-11-20-10-34-39_mix,488.6359405517578,252.05760955810547,779.2145919799805,676.1453247070312,0.9411771297454834,1.0
2018-11-20-10-01-06_mix,146.09135627746582,583.7936782836914,434.23407554626465,1015.4708862304688,0.9237887859344482,1.0
2018-11-20-09-24-36_mix,124.30960178375244,483.33465576171875,560.3572082519531,791.3890838623047,0.9713587164878845,1.0
2018-11-19-20-28-02_mix,363.3900260925293,487.22496032714844,795.0314140319824,770.3705596923828,0.9763044714927673,1.0
2018-11-19-20-28-02_mix,105.24620532989502,253.0302619934082,367.9827690124512,703.0300903320312,0.5099294185638428,1.0
2018-11-19-20-49-25_mix,368.2376289367676,256.63219451904297,786.9555473327637,541.6464614868164,0.954760730266571,1.0
2018-11-19-20-46-22_mix,95.31314849853516,509.13536071777344,543.933162689209,787.3041534423828,0.97443026304245,1.0
2018-11-20-09-17-26_mix,345.5965805053711,442.74330139160156,779.5663833618164,763.1712341308594,0.975690484046936,1.0
2018-11-20-09-17-17_mix,352.3801803588867,440.5638122558594,767.3022079467773,751.1165618896484,0.9734818339347839,1.0
2018-11-20-09-49-41_mix,122.4307107925415,246.4299774169922,407.8736114501953,652.6869201660156,0.9684880971908569,1.0
2018-11-20-09-49-41_mix,385.209903717041,733.5917663574219,805.1461601257324,1026.9758605957031,0.948280930519104,1.0
2018-11-20-10-26-43_mix,505.96378326416016,566.1958312988281,789.6256256103516,988.6701965332031,0.9649966955184937,1.0
2018-11-20-10-08-40_mix,158.3025312423706,737.371826171875,569.421272277832,1033.6158752441406,0.9016185998916626,1.0
2018-11-20-14-57-26_mix,135.10611534118652,750.1495361328125,568.3110809326172,1045.0404357910156,0.961262583732605,1.0
2018-11-20-14-57-26_mix,126.7990493774414,228.1856918334961,553.443717956543,538.9767074584961,0.9353976845741272,1.0
2018-11-20-12-59-12_mix,527.0249176025391,646.3833618164062,807.4383544921875,1146.6770935058594,0.9102761745452881,1.0
2018-11-20-12-59-12_mix,116.53791904449463,266.2569236755371,401.4685249328613,697.8498840332031,0.6932201981544495,1.0
2018-11-20-09-17-22_mix,346.29323959350586,447.9890441894531,771.5398979187012,761.7926025390625,0.9803867936134338,1.0
2018-11-20-15-26-54_mix,93.20812225341797,516.7855834960938,528.7652206420898,788.1649780273438,0.9305252432823181,1.0
2018-11-20-15-21-47_mix,91.64966583251953,537.28271484375,510.60791015625,775.6057739257812,0.8283411860466003,1.0
2018-11-20-15-21-47_mix,66.03156566619873,764.6289825439453,483.6064910888672,1059.5992279052734,0.6416349411010742,1.0
2018-11-20-13-20-54_mix,338.97791862487793,507.08580017089844,804.6320343017578,807.0957183837891,0.9767210483551025,1.0
2018-11-20-10-33-37_mix,136.1905288696289,479.8905944824219,527.171516418457,779.7722625732422,0.9200025200843811,1.0
2018-11-20-13-13-27_mix,116.93060874938965,745.3097534179688,532.3325729370117,1028.2063293457031,0.9565092325210571,1.0
2018-11-20-09-16-13_mix,358.3645248413086,443.3819580078125,785.0876998901367,758.5663604736328,0.9809916615486145,1.0
2018-11-19-20-34-00_mix,351.9301986694336,234.8037338256836,791.8244934082031,516.4986038208008,0.9039437770843506,1.0
2018-11-20-11-33-36_mix,138.00500392913818,473.6057662963867,561.0214233398438,765.4205322265625,0.5527564287185669,1.0
2018-11-19-21-00-11_mix,493.48217010498047,230.46968460083008,761.6054534912109,691.9617462158203,0.8355560898780823,1.0
2018-11-20-09-48-54_mix,110.85120677947998,242.3248291015625,529.1282844543457,526.0808563232422,0.9699360132217407,1.0
2018-11-20-13-21-33_mix,509.1764831542969,244.56640243530273,805.506591796875,686.6348266601562,0.8183788061141968,1.0
2018-11-19-21-50-06_mix,508.3495330810547,580.7648086547852,792.5080490112305,1038.4872436523438,0.9802610874176025,1.0
2018-11-20-09-25-54_mix,480.0593948364258,611.5447998046875,787.9788208007812,1044.8872375488281,0.9612573981285095,1.0
2018-11-20-16-03-21_mix,184.69824314117432,713.4391784667969,573.7360382080078,1003.2981872558594,0.5613425970077515,1.0
2018-11-19-20-31-06_mix,120.36904335021973,505.6025695800781,561.763801574707,793.8032531738281,0.9686431884765625,1.0
2018-11-19-20-31-06_mix,113.16126823425293,245.38616180419922,567.0689392089844,514.2466354370117,0.7499842047691345,1.0
2018-11-20-10-23-01_mix,149.3156862258911,724.0831756591797,586.2878608703613,1026.545639038086,0.9563547372817993,1.0
2018-11-20-10-25-31_mix,116.22807025909424,584.7632598876953,407.72289276123047,1003.4024810791016,0.9756905436515808,1.0
2018-11-20-09-40-28_mix,129.73028182983398,259.2959213256836,552.9689598083496,556.5271377563477,0.9836077094078064,1.0
2018-11-20-09-40-28_mix,134.77579593658447,729.7093200683594,551.3693046569824,1024.4319152832031,0.9671119451522827,1.0
2018-11-20-16-44-20_mix,347.53761291503906,502.2520446777344,756.4243698120117,794.6253967285156,0.8426799774169922,1.0
2018-11-20-10-21-44_mix,135.45111179351807,248.3516502380371,435.79198837280273,667.72216796875,0.9652339816093445,1.0
2018-11-20-16-07-06_mix,86.1853551864624,476.1908721923828,564.0801429748535,801.817626953125,0.9735687375068665,1.0
2018-11-20-09-57-26_mix,105.67092418670654,500.2859878540039,512.9208755493164,771.7312622070312,0.9336497783660889,1.0
2018-11-20-09-54-50_mix,142.0259428024292,737.6422119140625,554.6907234191895,1039.8770141601562,0.9491795897483826,1.0
2018-11-20-12-59-23_mix,392.2323417663574,507.535400390625,836.5265464782715,803.2154846191406,0.9452630281448364,1.0
2018-11-20-12-59-23_mix,103.29033851623535,250.07699966430664,399.27998542785645,691.6896057128906,0.7936971783638,1.0
2018-11-20-15-36-39_mix,91.74852848052979,505.216064453125,531.2726211547852,795.9056091308594,0.981243908405304,1.0
2018-11-20-10-47-00_mix,103.41549396514893,227.29755401611328,420.01739501953125,668.4715270996094,0.9781007766723633,1.0
2018-11-19-21-18-09_mix,115.21468162536621,759.5344543457031,529.5798110961914,1041.6908264160156,0.9213777184486389,1.0
2018-11-20-15-03-54_mix,129.59933280944824,490.5476760864258,582.729606628418,786.6256713867188,0.9831075668334961,1.0
2018-11-19-21-51-29_mix,118.79263401031494,768.1999206542969,564.1711235046387,1061.3664245605469,0.9494203329086304,1.0
2018-11-19-21-51-29_mix,119.65586185455322,255.12733459472656,558.6638259887695,553.6479187011719,0.9459490180015564,1.0
2018-11-20-09-41-48_mix,128.15578937530518,589.7756958007812,426.33567810058594,1009.9485778808594,0.950202465057373,1.0
2018-11-20-09-53-04_mix,494.21836853027344,608.8387298583984,781.6677474975586,1027.2087860107422,0.8646726012229919,1.0
2018-11-20-09-43-34_mix,497.9348373413086,265.53911209106445,788.9901351928711,690.3009796142578,0.9714654684066772,1.0
2018-11-20-10-32-55_mix,358.81513595581055,256.86649322509766,781.0231590270996,561.1303329467773,0.9523203372955322,1.0
2018-11-20-10-32-55_mix,349.7335624694824,707.6005554199219,780.7966804504395,1011.4143371582031,0.8733804821968079,1.0
2018-11-20-10-22-03_mix,136.5703582763672,498.31783294677734,568.6025619506836,795.2677917480469,0.958177924156189,1.0
2018-11-20-10-12-25_mix,369.4511604309082,247.68205642700195,764.9909019470215,543.8105010986328,0.9780987501144409,1.0
2018-11-20-10-12-25_mix,390.61760902404785,710.9703826904297,803.4722900390625,1007.2917938232422,0.968271017074585,1.0
2018-11-19-21-02-59_mix,495.84423065185547,225.94430923461914,786.0948944091797,677.7222442626953,0.9647627472877502,1.0
2018-11-20-14-57-37_mix,127.24692821502686,228.63624572753906,554.4858169555664,541.5196228027344,0.9374674558639526,1.0
2018-11-20-14-57-37_mix,124.93223190307617,553.8536071777344,399.2388153076172,1044.2951965332031,0.5399138927459717,1.0
2018-11-20-10-47-11_mix,108.13872814178467,478.6964797973633,535.4651069641113,768.5359191894531,0.9808768630027771,1.0
2018-11-20-09-47-26_mix,110.16360282897949,484.82093811035156,538.2584381103516,775.4828643798828,0.9763744473457336,1.0
2018-11-19-20-52-35_mix,50.505123138427734,483.8627624511719,475.3296661376953,764.5329284667969,0.9593709111213684,1.0
2018-11-19-20-52-35_mix,453.9028072357178,212.07595825195312,741.4806747436523,643.5089111328125,0.8238623142242432,1.0
2018-11-19-20-28-30_mix,353.4000778198242,485.0569534301758,795.1799011230469,768.3039093017578,0.9801397919654846,1.0
2018-11-20-10-15-39_mix,128.89958381652832,249.69192504882812,421.29847526550293,678.0101013183594,0.9789947867393494,1.0
2018-11-20-12-59-02_mix,524.4891929626465,640.7147216796875,807.5863838195801,1149.8966979980469,0.8844433426856995,1.0
2018-11-20-12-59-02_mix,118.4809684753418,267.6058769226074,556.7329216003418,604.9903869628906,0.8702153563499451,1.0
2018-11-19-20-54-21_mix,317.10559844970703,184.0064239501953,767.677116394043,454.4982147216797,0.8866761326789856,1.0
2018-11-20-10-28-50_mix,115.73148250579834,255.36571502685547,540.4275512695312,549.0914535522461,0.9777268767356873,1.0
2018-11-20-10-28-50_mix,135.3484296798706,715.706787109375,561.6081047058105,1016.4848327636719,0.9622915387153625,1.0
2018-11-20-10-50-30_mix,489.29569244384766,240.30118942260742,777.6358795166016,655.9688568115234,0.9648863673210144,1.0
2018-11-20-09-18-15_mix,118.71615886688232,486.22283935546875,537.3978424072266,781.2921142578125,0.9617837071418762,1.0
2018-11-19-21-24-57_mix,110.80927848815918,512.5117492675781,555.0711822509766,797.344970703125,0.9686342477798462,1.0
2018-11-20-13-24-55_mix,111.0175895690918,522.7081680297852,545.2121543884277,818.4403991699219,0.97641921043396,1.0
2018-11-20-09-23-53_mix,138.00567626953125,223.78002166748047,458.1244468688965,686.07421875,0.9604517817497253,1.0
2018-11-19-21-23-41_mix,354.02832984924316,253.24840545654297,783.5030364990234,536.3000106811523,0.8422371745109558,1.0
2018-11-19-21-23-41_mix,96.35855197906494,260.71887969970703,379.0594482421875,695.6552124023438,0.5879676342010498,1.0
2018-11-19-20-37-12_mix,127.1427583694458,599.5185470581055,427.46829986572266,1066.8034362792969,0.9779345393180847,1.0
2018-11-20-09-42-37_mix,135.26063919067383,484.26910400390625,561.7794799804688,786.3252258300781,0.9768585562705994,1.0
2018-11-20-09-15-15_mix,511.4896774291992,219.13862228393555,801.185188293457,617.003173828125,0.9627633094787598,1.0
2018-11-19-20-58-12_mix,334.3967914581299,487.9023742675781,766.1894989013672,773.6279296875,0.8096842169761658,1.0
2018-11-19-20-58-12_mix,349.76783752441406,763.3143615722656,783.5348510742188,1043.3261108398438,0.5551211833953857,1.0
2018-11-20-15-02-52_mix,134.90867614746094,494.54212188720703,567.6002311706543,781.412353515625,0.9836360812187195,1.0
2018-11-20-09-41-56_mix,128.54318618774414,597.1128082275391,427.1478080749512,1018.1386566162109,0.9273660182952881,1.0
2018-11-20-15-18-43_mix,62.050108909606934,776.9740295410156,479.23988342285156,1072.4064636230469,0.7477335929870605,1.0
2018-11-20-15-18-43_mix,62.56083011627197,268.92642974853516,456.5287399291992,577.0853805541992,0.5875844955444336,1.0
2018-11-20-09-23-01_mix,130.6289577484131,618.5688018798828,421.1345386505127,1049.9860382080078,0.9620339274406433,1.0
2018-11-20-09-23-01_mix,130.2667236328125,244.80281829833984,424.7383117675781,646.7076110839844,0.5182653665542603,1.0
2018-11-20-15-21-52_mix,86.56966209411621,535.7957458496094,500.401611328125,785.3068542480469,0.8418480753898621,1.0
2018-11-20-15-21-52_mix,53.135390281677246,780.9883117675781,480.7682991027832,1082.2509765625,0.6529841423034668,1.0
2018-11-20-09-54-03_mix,136.27269744873047,599.7221374511719,437.4633979797363,1035.9013366699219,0.9445258378982544,1.0
2018-11-19-21-02-35_mix,108.33579540252686,512.7434539794922,550.909366607666,798.7863922119141,0.9850277900695801,1.0
2018-11-19-20-53-30_mix,63.33005905151367,248.31138610839844,340.65430641174316,700.3201293945312,0.874475359916687,1.0
2018-11-19-20-53-30_mix,328.42620849609375,491.5667724609375,766.435546875,773.0132293701172,0.5772119164466858,1.0
2018-11-19-20-53-30_mix,342.36928939819336,766.5247344970703,778.4822273254395,1043.5369110107422,0.5086147785186768,1.0
2018-11-20-15-29-51_mix,85.3474760055542,501.8650817871094,508.89930725097656,792.3872375488281,0.9695613384246826,1.0
2018-11-20-15-29-51_mix,92.06219673156738,787.559814453125,502.1495819091797,1068.4721374511719,0.7273678779602051,1.0
2018-11-19-21-28-02_mix,120.44670581817627,611.1296844482422,400.8532905578613,1056.6365814208984,0.9715814590454102,1.0
2018-11-19-20-42-37_mix,85.72691917419434,224.20307159423828,529.4254302978516,514.8622512817383,0.9147452116012573,1.0
2018-11-19-20-42-37_mix,83.20814609527588,509.8652648925781,519.7145462036133,785.2384948730469,0.7433573007583618,1.0
2018-11-19-20-26-45_mix,506.6681671142578,229.25786972045898,799.8004531860352,678.5575103759766,0.9801607728004456,1.0
2018-11-19-20-26-45_mix,101.89867973327637,716.7014312744141,540.7345962524414,1020.8562469482422,0.7564213275909424,1.0
2018-11-20-15-21-50_mix,91.46424293518066,533.5821914672852,495.22876739501953,782.4869537353516,0.8105254173278809,1.0
2018-11-20-15-21-50_mix,58.587985038757324,775.3057861328125,476.1691474914551,1074.5484924316406,0.6077961325645447,1.0
2018-11-20-15-21-50_mix,99.70004081726074,394.4253158569336,408.34147453308105,752.58544921875,0.5669037103652954,1.0
2018-11-20-13-31-25_mix,359.41492080688477,504.6815490722656,777.9641532897949,784.2362976074219,0.9183899760246277,1.0
2018-11-19-21-51-05_mix,346.8977165222168,762.8317260742188,790.4099464416504,1041.6410827636719,0.959153950214386,1.0
2018-11-20-09-59-10_mix,108.05853366851807,480.90328216552734,527.7823448181152,768.714599609375,0.9656079411506653,1.0
2018-11-20-11-07-14_mix,122.54951477050781,730.4821014404297,535.8681106567383,1027.1410369873047,0.9783341884613037,1.0
2018-11-20-11-07-14_mix,127.75636196136475,227.76763916015625,557.3541069030762,528.0628204345703,0.9684370756149292,1.0
2018-11-19-20-58-10_mix,333.00971031188965,474.87693786621094,765.4922103881836,762.4184417724609,0.8678396344184875,1.0
2018-11-19-20-58-10_mix,341.6862487792969,751.2242889404297,784.6284484863281,1031.598892211914,0.5173456072807312,1.0
2018-11-20-10-12-48_mix,136.94435119628906,613.9579010009766,434.12424087524414,1035.659408569336,0.7057820558547974,1.0
2018-11-20-10-12-48_mix,121.34220600128174,266.17746353149414,423.88389587402344,659.8656463623047,0.607353687286377,1.0
2018-11-19-20-42-15_mix,360.0351333618164,502.7296447753906,801.2210083007812,789.2088317871094,0.9766117930412292,1.0
2018-11-19-21-11-01_mix,337.71108627319336,754.8515319824219,805.6483268737793,1052.821044921875,0.9633839726448059,1.0
2018-11-19-21-11-01_mix,356.2118911743164,238.7869644165039,788.8463973999023,528.4397506713867,0.9500415921211243,1.0
2018-11-19-21-11-01_mix,73.99917125701904,248.03483963012695,377.80139923095703,687.18994140625,0.7584593892097473,1.0
2018-11-20-10-14-09_mix,370.30277252197266,479.37313079833984,794.2097854614258,774.2939758300781,0.965761125087738,1.0
2018-11-20-15-59-50_mix,120.07952213287354,203.38741302490234,586.4197540283203,530.8240127563477,0.9557797908782959,1.0
2018-11-20-09-14-50_mix,129.16963577270508,432.34947204589844,550.8475112915039,718.4416961669922,0.9580835700035095,1.0
2018-11-20-09-58-16_mix,368.73573303222656,474.29054260253906,784.4924926757812,769.2168426513672,0.923319399356842,1.0
2018-11-20-10-32-34_mix,499.45220947265625,251.50554656982422,785.749397277832,668.0914306640625,0.9767749905586243,1.0
2018-11-19-21-16-43_mix,336.016788482666,226.59883499145508,775.2426338195801,532.9206085205078,0.9574064612388611,1.0
2018-11-19-21-16-43_mix,96.38089656829834,586.1911010742188,406.9660949707031,1065.4438781738281,0.5345319509506226,1.0
2018-11-19-21-29-50_mix,123.56178760528564,525.0571823120117,560.2705192565918,817.7439880371094,0.9380943179130554,1.0
2018-11-19-21-29-50_mix,120.4823112487793,249.01737213134766,564.1989898681641,531.0984420776367,0.8911269307136536,1.0
2018-11-20-13-20-29_mix,352.04235076904297,538.6396789550781,809.0208435058594,828.5470581054688,0.9840496778488159,1.0
2018-11-20-15-27-38_mix,61.98357582092285,519.5217895507812,556.4966583251953,792.6150512695312,0.9826433062553406,1.0
2018-11-20-15-15-32_mix,60.16470909118652,284.3278503417969,339.3135738372803,797.4974822998047,0.8735097050666809,1.0
2018-11-20-15-15-32_mix,430.53428649902344,338.44581604003906,746.4348220825195,796.9458770751953,0.7869746685028076,1.0
2018-11-20-15-15-32_mix,262.1091556549072,813.7404632568359,741.1959457397461,1081.4871978759766,0.7729138135910034,1.0
2018-11-20-15-15-32_mix,313.55512619018555,534.5892333984375,749.8877906799316,799.5010375976562,0.6310185194015503,1.0
2018-11-19-20-47-02_mix,107.40686416625977,234.7987937927246,389.29412841796875,667.3644256591797,0.9292483925819397,1.0
2018-11-19-20-47-02_mix,348.061580657959,527.8718566894531,806.3555717468262,802.9457092285156,0.5975457429885864,1.0
2018-11-20-13-25-45_mix,103.33919048309326,777.8977966308594,528.8401794433594,1075.3903198242188,0.9695413112640381,1.0
2018-11-20-13-04-05_mix,395.1676940917969,508.8239288330078,839.9296188354492,807.6992034912109,0.8281944990158081,1.0
2018-11-20-13-32-13_mix,109.39187049865723,259.5170211791992,393.9005756378174,694.7084045410156,0.9744446277618408,1.0
2018-11-19-21-21-09_mix,89.88537311553955,263.95225524902344,519.1805648803711,546.2041473388672,0.8419786691665649,1.0
2018-11-19-21-21-09_mix,112.07586765289307,534.7030639648438,531.1104583740234,802.9728698730469,0.7699546813964844,1.0
2018-11-20-15-38-04_mix,128.41558456420898,505.81016540527344,546.829833984375,797.0754241943359,0.9767266511917114,1.0
2018-11-20-13-29-03_mix,128.4660243988037,765.6465148925781,530.0955963134766,1056.5116882324219,0.8306789398193359,1.0
2018-11-20-13-29-03_mix,512.732048034668,260.26262283325195,785.610466003418,678.9498901367188,0.8064460754394531,1.0
2018-11-20-11-35-47_mix,473.7719535827637,586.9455337524414,772.6418495178223,1004.0634155273438,0.9356958866119385,1.0
2018-11-20-15-00-18_mix,390.64069747924805,499.99725341796875,797.5015068054199,781.6566467285156,0.9547219276428223,1.0
2018-11-20-15-00-18_mix,112.84893035888672,592.4762725830078,388.26913833618164,1034.3106842041016,0.9160768389701843,1.0
2018-11-20-16-00-30_mix,112.5834846496582,483.9873504638672,611.6695976257324,803.4836578369141,0.9704904556274414,1.0
2018-11-20-13-28-23_mix,123.54957103729248,527.0980453491211,527.7212905883789,807.8729248046875,0.9688161611557007,1.0
